Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price ( in Cr )
Amit Verma,41,India,Batter,235,10,7662,102.6,14,8.96,33.91,PBKS,7.0
Sameer Iyer,38,Sri Lanka,Wicketkeeper,409,18,5659,142.8,0,0.0,25.25,GT,10.0
Aditya Naidu,21,India,Bowler,30,2,3017,138.3,425,4.87,45.2,SRH,1.5
Nikhil Malik,27,South Africa,Bowler,92,4,1343,136.6,168,6.44,39.0,RR,1.5
Sandeep Iyer,30,England,Batter,228,11,3111,115.7,8,6.88,26.36,LSG,0.2
Harshit Verma,30,Australia,Wicketkeeper,97,4,11886,149.5,0,0.0,40.42,DC,3.0
Aditya Yadav,18,India,Allrounder,29,1,4013,122.7,121,6.4,53.15,CSK,0.2
Aditya Patel,30,England,Allrounder,322,11,3309,130.2,152,5.54,37.71,SRH,2.0
Karthik Deshmukh,22,England,Bowler,86,4,2875,96.1,642,6.32,50.52,PBKS,3.0
Harshit Yadav,33,India,Bowler,329,13,1829,128.9,620,7.54,44.38,PBKS,1.0
Sameer Mehta,40,India,Batter,320,12,11281,137.4,6,9.23,25.34,MI,3.0
Sandeep Singh,36,Sri Lanka,Bowler,329,18,2786,131.4,290,6.19,34.84,GT,0.2
Rahul Khan,40,Sri Lanka,Wicketkeeper,313,19,9929,139.2,0,0.0,52.7,GT,0.2
Nikhil Sharma,22,Sri Lanka,Wicketkeeper,103,4,7549,150.5,0,0.0,35.78,GT,7.0
Rohan Malik,41,India,Wicketkeeper,17,1,3242,101.8,0,0.0,54.47,CSK,1.5
Arjun Sharma,31,Sri Lanka,Batter,94,6,7703,102.5,13,8.94,52.23,MI,0.5
Ankit Khan,23,Sri Lanka,Wicketkeeper,57,2,8684,147.2,0,0.0,38.16,RR,3.0
Pranav Malik,30,India,Bowler,35,2,2200,118.9,482,6.25,21.92,DC,7.0
Irfan Sharma,34,Australia,Bowler,134,5,2758,143.2,816,5.27,20.16,CSK,0.5
Irfan Yadav,35,Sri Lanka,Wicketkeeper,298,14,5041,115.0,0,0.0,33.94,KKR,3.0
Amit Shetty,26,India,Batter,75,4,6376,150.2,2,7.88,32.12,RR,0.2
Karthik Mehta,21,India,Batter,47,3,9590,139.3,14,7.21,35.83,CSK,0.2
Harshit Malik,25,India,Bowler,139,5,1184,122.1,319,4.85,24.93,CSK,3.0
Nikhil Mehta,41,India,Allrounder,439,19,8678,124.9,113,5.62,34.66,DC,3.0
Manoj Verma,39,India,Bowler,344,17,2564,116.7,775,7.48,40.32,SRH,3.0
Amit Singh,31,West Indies,Wicketkeeper,216,9,9321,132.9,0,0.0,20.46,RR,5.0
Manoj Iyer,31,Sri Lanka,Allrounder,60,3,8457,105.7,155,7.32,53.64,GT,12.0
Sameer Sharma,27,South Africa,Wicketkeeper,71,3,11630,103.9,0,0.0,34.51,GT,2.0
Vikas Verma,34,England,Wicketkeeper,85,5,9869,100.1,0,0.0,54.89,KKR,1.5
Amit Verma,29,India,Bowler,57,2,298,130.7,272,5.91,22.35,RR,7.0
Karthik Yadav,42,Australia,Bowler,292,19,867,107.6,274,6.85,51.43,DC,1.0
Sameer Yadav,41,India,Wicketkeeper,85,4,6421,107.3,0,0.0,26.67,PBKS,2.0
Manoj Naidu,35,England,Allrounder,243,11,3642,123.3,224,5.13,39.77,GT,0.2
Rahul Shetty,34,England,Wicketkeeper,474,16,5828,98.9,0,0.0,47.14,LSG,0.2
Amit Mehta,29,India,Wicketkeeper,92,6,6772,122.2,0,0.0,38.35,KKR,12.0
Sandeep Yadav,35,India,Allrounder,307,14,6167,119.0,466,6.54,39.59,DC,7.0
Rohan Shetty,25,Sri Lanka,Allrounder,89,4,2878,105.9,415,5.54,50.16,LSG,5.0
Aditya Chopra,29,India,Bowler,79,3,2628,117.4,140,7.6,29.48,LSG,2.0
Irfan Kulkarni,34,India,Batter,43,2,5252,119.5,7,8.25,20.89,CSK,0.5
Vikas Chopra,20,England,Batter,16,1,13122,138.0,15,6.55,43.06,LSG,0.5
Amit Chopra,39,South Africa,Batter,243,16,3274,108.3,8,6.09,28.09,GT,1.0
Arjun Malik,35,India,Batter,177,10,4578,96.2,4,8.35,23.64,RR,3.0
Irfan Singh,25,South Africa,Allrounder,32,2,4556,105.7,247,7.8,42.85,SRH,5.0
Aditya Yadav,32,India,Bowler,158,10,382,101.0,495,4.91,28.51,SRH,5.0
Amit Kulkarni,30,India,Wicketkeeper,115,7,10689,138.3,0,0.0,49.95,CSK,1.0
Nikhil Malik,31,West Indies,Allrounder,175,11,3382,118.8,148,7.91,43.38,MI,12.0
Rohan Sharma,40,Australia,Wicketkeeper,563,19,11732,107.3,0,0.0,30.26,MI,5.0
Sameer Malik,39,India,Bowler,60,2,848,95.8,681,7.41,22.99,DC,3.0
Rohan Iyer,22,India,Batter,96,4,9375,96.6,10,6.73,26.35,PBKS,3.0
Harshit Deshmukh,30,West Indies,Bowler,268,12,219,120.3,180,6.22,51.24,MI,2.0
Ankit Mehta,31,South Africa,Batter,109,4,8347,115.5,0,8.86,29.08,PBKS,1.0
Karthik Yadav,38,West Indies,Wicketkeeper,231,9,9575,117.8,0,0.0,40.66,DC,1.5
Rahul Shetty,23,Australia,Wicketkeeper,106,5,3704,111.1,0,0.0,41.85,PBKS,5.0
Manoj Deshmukh,20,South Africa,Bowler,40,2,1477,128.1,189,5.56,35.26,RCB,0.2
Karthik Singh,20,India,Allrounder,19,1,2215,151.9,135,6.03,46.73,SRH,0.2
Rahul Sharma,31,England,Wicketkeeper,190,8,4024,103.4,0,0.0,50.4,MI,0.2
Amit Verma,37,South Africa,Wicketkeeper,186,11,11667,124.2,0,0.0,51.31,RR,0.2
Pranav Reddy,25,India,Bowler,109,5,1233,120.5,354,7.04,20.79,RCB,7.0
Sandeep Reddy,33,South Africa,Batter,64,3,10933,127.5,2,6.94,42.17,SRH,5.0
Aditya Kulkarni,29,India,Bowler,133,5,438,103.4,218,4.98,49.22,LSG,2.0
Ankit Malik,27,South Africa,Wicketkeeper,25,1,9712,154.1,0,0.0,38.4,PBKS,0.2
Rohan Singh,28,India,Bowler,166,7,1286,111.3,261,4.65,20.64,PBKS,2.0
Aditya Deshmukh,30,India,Allrounder,131,6,4580,102.1,183,8.2,40.18,LSG,2.0
Sameer Mehta,30,West Indies,Batter,113,6,14169,128.3,0,6.96,42.8,KKR,0.5
Karthik Shetty,41,India,Bowler,434,15,3472,107.4,894,7.15,20.38,SRH,2.0
Sandeep Kulkarni,31,India,Wicketkeeper,229,11,5025,103.2,0,0.0,51.5,SRH,1.5
Rahul Naidu,40,Sri Lanka,Wicketkeeper,359,14,9066,147.4,0,0.0,40.91,PBKS,3.0
Arjun Sharma,35,West Indies,Wicketkeeper,298,17,4291,131.0,0,0.0,43.28,DC,3.0
Sandeep Kulkarni,42,India,Allrounder,192,8,6784,149.9,386,5.61,34.66,PBKS,0.2
Harshit Reddy,38,India,Allrounder,220,13,3619,126.1,153,6.34,21.64,MI,1.5
Ankit Reddy,34,West Indies,Wicketkeeper,139,8,8151,105.0,0,0.0,45.83,LSG,3.0
Rohan Reddy,18,India,Batter,19,1,8707,131.2,9,6.29,28.59,MI,2.0
Arjun Naidu,28,Sri Lanka,Bowler,132,8,1794,112.3,819,5.48,32.45,DC,7.0
Rahul Verma,40,India,Allrounder,230,15,8456,112.8,215,7.52,39.82,CSK,5.0
Sameer Deshmukh,38,West Indies,Bowler,71,4,2260,134.8,243,5.81,52.79,KKR,0.5
Karthik Yadav,28,India,Wicketkeeper,182,9,9580,139.0,0,0.0,27.52,RR,0.2
Karthik Mehta,30,South Africa,Bowler,15,1,2886,110.7,299,4.12,40.83,RR,5.0
Nikhil Patel,24,India,Batter,68,3,8340,124.8,6,6.18,40.89,GT,0.2
Pranav Malik,32,West Indies,Allrounder,60,2,6735,141.3,200,6.17,23.73,LSG,3.0
Nikhil Patel,37,England,Wicketkeeper,312,13,5326,99.5,0,0.0,45.49,DC,12.0
Pranav Iyer,39,India,Batter,211,10,8003,136.3,3,7.73,35.22,DC,3.0
Arjun Reddy,23,India,Bowler,81,3,1571,144.1,513,4.94,47.98,RR,1.5
Arjun Iyer,23,Australia,Bowler,68,4,766,111.3,402,6.64,40.66,LSG,5.0
Irfan Singh,32,Sri Lanka,Batter,184,10,6196,100.5,12,7.26,52.11,CSK,2.0
Manoj Kulkarni,35,South Africa,Wicketkeeper,482,17,10506,103.2,0,0.0,53.26,LSG,3.0
Harshit Shetty,23,Australia,Batter,16,1,7503,106.1,7,7.56,38.97,KKR,12.0
Harshit Naidu,35,Sri Lanka,Bowler,290,10,2092,138.9,195,7.32,48.23,PBKS,1.5
Harshit Chopra,36,West Indies,Allrounder,112,4,7699,136.5,61,7.31,49.72,DC,12.0
Arjun Yadav,42,India,Wicketkeeper,694,24,6555,110.0,0,0.0,37.13,RR,10.0
Rohan Singh,27,Sri Lanka,Wicketkeeper,18,1,6382,108.3,0,0.0,54.57,MI,0.5
Irfan Deshmukh,24,South Africa,Allrounder,111,6,6547,97.4,111,8.3,44.7,PBKS,0.2
Nikhil Singh,24,Australia,Batter,49,2,11827,105.8,5,9.24,39.88,GT,0.2
Nikhil Verma,28,India,Allrounder,92,5,7644,97.0,442,8.2,44.41,GT,0.2
Irfan Kulkarni,31,India,Allrounder,22,1,2698,150.5,404,6.04,53.99,RCB,0.2
Karthik Iyer,28,Australia,Wicketkeeper,100,4,9286,151.7,0,0.0,36.6,PBKS,5.0
Pranav Shetty,30,South Africa,Batter,185,8,7558,145.7,11,9.02,31.17,MI,0.2
Nikhil Sharma,32,Sri Lanka,Allrounder,201,8,6940,97.2,397,7.9,40.87,MI,1.0
Vikas Reddy,29,Sri Lanka,Wicketkeeper,38,2,7789,108.8,0,0.0,24.22,KKR,7.0
Nikhil Malik,27,England,Bowler,177,6,3122,136.8,129,4.29,31.9,LSG,0.2
Amit Patel,19,Sri Lanka,Wicketkeeper,29,1,2511,138.5,0,0.0,22.29,RCB,7.0
Sameer Kulkarni,31,India,Bowler,115,4,3820,127.4,360,5.2,47.68,SRH,1.0
Rahul Singh,20,India,Allrounder,42,2,6624,132.6,196,6.12,51.01,RCB,0.2
Manoj Kulkarni,41,India,Bowler,345,23,874,109.0,568,6.34,20.85,MI,5.0
Arjun Kulkarni,20,India,Bowler,15,1,2849,96.3,431,7.31,50.61,LSG,3.0
Karthik Patel,21,South Africa,Bowler,32,2,2993,151.3,184,6.01,47.96,KKR,10.0
Sameer Verma,21,South Africa,Allrounder,54,2,8163,116.0,425,8.49,46.85,RCB,5.0
Arjun Mehta,22,India,Batter,44,2,8753,123.8,6,7.41,41.96,CSK,7.0
Nikhil Kulkarni,38,India,Wicketkeeper,86,5,4146,147.4,0,0.0,54.44,LSG,1.0
Ankit Reddy,22,India,Wicketkeeper,22,1,7037,141.1,0,0.0,34.62,DC,0.5
Arjun Mehta,38,Australia,Bowler,89,3,109,139.3,754,5.6,28.36,PBKS,5.0
Aditya Reddy,27,India,Bowler,110,4,3677,116.3,892,4.42,30.05,SRH,7.0
Rahul Yadav,25,India,Wicketkeeper,93,4,2697,112.8,0,0.0,28.18,LSG,15.0
Manoj Malik,29,South Africa,Bowler,136,6,2237,96.1,779,4.16,54.57,PBKS,2.0
Amit Mehta,23,India,Batter,76,4,6534,118.1,1,7.5,43.79,MI,1.5
Pranav Deshmukh,19,South Africa,Allrounder,28,1,7249,152.0,245,5.76,47.52,GT,7.0
Rahul Verma,20,West Indies,Allrounder,21,1,8119,120.1,119,5.31,50.77,MI,1.5
Nikhil Kulkarni,35,Australia,Wicketkeeper,276,11,6409,151.7,0,0.0,36.36,MI,10.0
Sameer Reddy,19,Sri Lanka,Batter,16,1,8067,105.0,5,8.15,54.69,MI,7.0
Aditya Sharma,21,Sri Lanka,Bowler,26,1,2142,151.6,609,4.88,42.74,RCB,2.0
Ankit Iyer,41,India,Bowler,142,9,1372,125.8,519,6.31,28.07,SRH,5.0
Aditya Mehta,26,Sri Lanka,Allrounder,44,2,5684,108.2,224,5.62,26.53,MI,5.0
Ankit Iyer,19,India,Bowler,18,1,935,116.0,838,6.96,22.02,SRH,0.2
Irfan Malik,34,India,Batter,16,1,10729,148.0,11,9.39,52.47,CSK,10.0
Sameer Malik,30,West Indies,Bowler,90,3,3033,105.4,751,7.78,33.87,CSK,2.0
Vikas Reddy,31,Australia,Allrounder,112,4,2138,136.8,332,7.65,25.39,DC,7.0
Sandeep Yadav,29,India,Batter,60,2,9568,108.5,2,8.86,27.83,GT,1.5
Harshit Malik,32,England,Allrounder,232,14,6030,130.6,273,6.88,40.3,SRH,10.0
Rohan Mehta,18,India,Bowler,29,1,1508,147.6,685,4.35,29.3,SRH,1.5
Aditya Khan,33,India,Bowler,233,13,26,148.3,499,4.49,53.45,GT,0.2
Pranav Malik,18,England,Allrounder,15,1,7717,143.6,376,8.02,42.93,CSK,10.0
Rahul Yadav,30,India,Allrounder,287,12,5530,100.2,70,6.93,34.3,GT,0.2
Amit Khan,22,West Indies,Batter,71,3,14482,110.6,11,7.3,45.32,KKR,1.0
Nikhil Patel,32,India,Batter,343,12,9461,99.9,2,7.74,27.71,GT,12.0
Pranav Iyer,36,Australia,Wicketkeeper,38,2,7661,136.0,0,0.0,22.66,KKR,12.0
Ankit Naidu,30,India,Allrounder,199,12,3160,124.7,109,7.98,36.82,SRH,3.0
Sandeep Patel,42,Sri Lanka,Batter,523,19,8145,144.5,13,8.07,32.17,RCB,3.0
Harshit Yadav,21,Australia,Allrounder,74,3,3670,128.9,476,7.37,29.35,LSG,2.0
Harshit Kulkarni,21,India,Bowler,21,1,3423,142.8,415,7.34,43.05,SRH,1.0
Ankit Reddy,22,India,Bowler,24,1,1065,147.0,258,7.23,44.79,GT,1.5
Arjun Deshmukh,18,India,Wicketkeeper,18,1,10070,145.2,0,0.0,44.41,GT,5.0
Amit Sharma,21,India,Batter,21,1,9563,132.1,11,8.38,46.35,KKR,5.0
Nikhil Mehta,39,India,Batter,326,21,4056,147.9,6,6.56,50.51,SRH,7.0
Rahul Khan,38,India,Bowler,235,15,3859,144.5,552,4.11,24.51,DC,7.0
Irfan Deshmukh,19,Sri Lanka,Wicketkeeper,15,1,8770,115.1,0,0.0,46.02,RR,0.2
Ankit Yadav,39,Australia,Bowler,281,14,1826,144.1,232,4.61,49.12,RCB,2.0
Karthik Reddy,19,Sri Lanka,Allrounder,16,1,2218,95.4,183,6.78,30.05,GT,0.2
Vikas Kulkarni,30,India,Wicketkeeper,85,3,11407,132.0,0,0.0,54.34,GT,3.0
Karthik Chopra,18,England,Allrounder,25,1,4681,110.6,178,7.21,42.19,LSG,2.0
Nikhil Yadav,23,Australia,Allrounder,16,1,8124,141.8,281,6.89,23.74,CSK,10.0
Sandeep Patel,34,India,Bowler,248,12,2185,127.5,890,6.89,53.7,KKR,1.5
Nikhil Malik,41,England,Bowler,59,2,3437,133.0,257,5.3,52.62,RR,0.2
Harshit Deshmukh,23,India,Allrounder,52,2,7238,151.2,220,5.36,44.08,DC,0.5
Irfan Shetty,36,West Indies,Bowler,114,5,719,113.1,582,4.26,44.79,LSG,7.0
Vikas Mehta,19,India,Batter,30,1,3011,129.9,10,6.24,32.11,KKR,3.0
Ankit Deshmukh,37,England,Bowler,112,7,89,97.7,231,6.36,50.5,RCB,0.2
Irfan Chopra,36,India,Batter,122,5,14543,153.1,12,9.41,46.24,DC,0.2
Rohan Singh,36,India,Allrounder,106,4,5078,140.5,445,5.46,20.86,RCB,5.0
Sandeep Deshmukh,38,England,Allrounder,297,16,6952,114.4,341,5.08,37.1,GT,0.2
Aditya Deshmukh,23,India,Allrounder,71,4,7470,136.0,40,7.7,35.61,SRH,7.0
Irfan Shetty,40,India,Wicketkeeper,378,19,7713,111.4,0,0.0,54.9,PBKS,5.0
Sameer Naidu,37,England,Batter,215,8,4274,122.1,7,7.49,25.73,RCB,0.2
Pranav Khan,29,England,Bowler,147,6,46,136.6,351,7.02,27.73,MI,0.2
Ankit Verma,24,India,Batter,31,2,9323,135.8,14,6.29,42.91,MI,15.0
Sameer Reddy,41,South Africa,Bowler,299,14,2236,152.1,464,5.04,25.29,LSG,1.5
Sandeep Naidu,21,India,Bowler,39,2,82,151.6,406,5.64,34.69,MI,1.5
Ankit Iyer,26,India,Batter,53,2,4228,118.9,2,8.23,29.6,RR,7.0
Aditya Sharma,28,India,Wicketkeeper,261,10,5073,154.0,0,0.0,34.33,RR,12.0
Vikas Yadav,19,West Indies,Allrounder,23,1,6911,108.8,184,8.13,27.46,RR,15.0
Amit Reddy,27,West Indies,Batter,113,4,11043,134.1,4,6.11,32.9,PBKS,5.0
Manoj Patel,19,Sri Lanka,Batter,21,1,4589,123.4,0,9.03,53.89,SRH,1.5
Rahul Naidu,24,Australia,Allrounder,55,2,4756,147.1,281,5.65,47.18,MI,0.2
Rahul Kulkarni,33,South Africa,Allrounder,272,15,4539,145.7,493,7.7,46.64,GT,7.0
Karthik Sharma,30,Sri Lanka,Bowler,149,6,1078,102.9,311,6.38,21.14,SRH,3.0
Harshit Deshmukh,26,India,Bowler,26,1,3310,132.0,634,7.5,47.88,MI,2.0
Arjun Sharma,31,West Indies,Bowler,302,13,3955,102.0,628,5.83,24.38,RR,10.0
Karthik Verma,39,South Africa,Bowler,471,16,3497,120.8,811,6.61,27.02,MI,0.2
Harshit Naidu,19,India,Batter,21,1,6157,98.9,4,7.72,40.37,RCB,2.0
Pranav Reddy,19,India,Batter,23,1,8238,142.9,2,6.94,30.86,KKR,0.2
Arjun Singh,20,West Indies,Wicketkeeper,44,2,2702,122.3,0,0.0,20.41,SRH,2.0
Rahul Reddy,40,India,Wicketkeeper,590,20,4141,99.3,0,0.0,33.74,RCB,0.2
Harshit Verma,21,England,Batter,71,3,7327,131.0,12,7.68,30.21,GT,0.2
Amit Iyer,38,South Africa,Wicketkeeper,276,16,9081,136.7,0,0.0,50.1,SRH,0.2
Aditya Yadav,19,Sri Lanka,Allrounder,23,1,8848,97.4,230,7.73,36.82,CSK,5.0
Rohan Verma,18,India,Allrounder,22,1,2600,109.5,193,5.37,54.53,LSG,5.0
Rohan Deshmukh,41,India,Allrounder,273,15,5118,124.9,148,5.5,41.64,RR,3.0
Harshit Chopra,31,India,Wicketkeeper,311,12,5104,137.1,0,0.0,39.59,DC,12.0
Sandeep Shetty,20,India,Wicketkeeper,35,2,5658,95.6,0,0.0,31.43,GT,1.5
Amit Naidu,24,England,Bowler,21,1,1122,100.3,457,5.97,32.27,CSK,1.0
Pranav Khan,32,India,Wicketkeeper,196,9,8602,97.0,0,0.0,22.75,MI,10.0
Sandeep Malik,33,West Indies,Wicketkeeper,239,10,8140,118.8,0,0.0,24.65,LSG,1.0
Rohan Sharma,23,India,Batter,55,3,12375,136.4,6,7.99,48.02,RR,12.0
Pranav Yadav,25,South Africa,Bowler,155,6,82,105.0,879,4.76,23.66,SRH,0.2
Karthik Khan,42,India,Batter,637,22,3138,137.4,7,8.23,21.11,RCB,12.0
Manoj Khan,26,England,Allrounder,133,5,3564,98.1,151,8.28,38.95,RR,0.2
Nikhil Patel,32,West Indies,Wicketkeeper,122,5,11698,137.5,0,0.0,50.48,CSK,10.0
Rohan Kulkarni,38,Sri Lanka,Allrounder,332,20,4254,143.1,181,7.5,31.88,MI,3.0
Rohan Kulkarni,38,India,Allrounder,203,11,5737,99.8,431,7.85,51.32,SRH,15.0
Pranav Singh,25,India,Wicketkeeper,30,1,7343,127.9,0,0.0,48.61,RCB,0.2
Manoj Deshmukh,26,India,Wicketkeeper,148,7,6143,122.1,0,0.0,42.53,CSK,3.0
Sameer Kulkarni,39,West Indies,Wicketkeeper,423,18,5285,126.6,0,0.0,45.61,DC,12.0
Rohan Patel,39,India,Bowler,402,18,2970,98.6,652,4.31,28.65,LSG,3.0
Pranav Patel,42,England,Allrounder,118,6,7596,147.3,486,5.56,27.67,KKR,3.0
Ankit Verma,27,Australia,Allrounder,164,7,8473,115.2,100,8.42,26.37,PBKS,5.0
Karthik Khan,33,West Indies,Batter,18,1,14152,134.5,12,8.76,37.44,KKR,2.0
Amit Malik,34,India,Wicketkeeper,201,10,8114,128.3,0,0.0,45.17,RCB,3.0
Sandeep Singh,31,India,Wicketkeeper,274,10,7949,108.7,0,0.0,54.87,RCB,3.0
Pranav Sharma,38,Sri Lanka,Allrounder,125,6,3215,134.0,429,8.41,26.98,CSK,10.0
Karthik Shetty,42,India,Bowler,168,6,1776,99.3,728,6.58,21.07,MI,0.2
Karthik Reddy,31,India,Wicketkeeper,173,7,5767,110.5,0,0.0,36.19,CSK,1.0
Sameer Singh,41,India,Batter,184,12,14087,138.6,0,9.04,45.99,GT,12.0
Aditya Khan,38,Australia,Bowler,136,8,420,115.8,472,5.62,32.99,DC,10.0
Rahul Malik,34,Australia,Bowler,224,10,1867,97.4,825,7.75,50.35,CSK,2.0
Sameer Kulkarni,34,England,Wicketkeeper,290,11,8385,129.7,0,0.0,35.35,RCB,3.0
Sameer Khan,42,India,Bowler,134,7,918,124.2,824,6.76,50.57,RR,1.0
Nikhil Chopra,22,India,Batter,41,2,14650,120.3,1,9.15,29.69,RCB,0.5
Harshit Chopra,30,India,Allrounder,317,11,1892,149.7,378,7.07,27.37,PBKS,2.0
Amit Deshmukh,21,South Africa,Batter,73,3,9230,132.9,3,8.18,45.66,MI,1.5
Aditya Iyer,35,India,Wicketkeeper,212,9,9395,102.9,0,0.0,45.05,KKR,3.0
Nikhil Mehta,39,South Africa,Allrounder,113,4,8861,105.8,93,8.18,28.31,RCB,0.2
Rahul Shetty,34,Sri Lanka,Allrounder,72,4,6488,105.9,142,8.4,49.9,MI,12.0
Ankit Deshmukh,42,Australia,Bowler,176,9,161,109.8,641,5.87,50.48,RR,15.0
Aditya Khan,33,England,Bowler,285,15,11,125.9,93,5.69,32.57,LSG,5.0
Irfan Mehta,39,India,Batter,50,3,11383,104.8,2,8.08,33.69,LSG,3.0
Pranav Yadav,41,Australia,Allrounder,76,4,5303,110.5,65,8.39,42.99,LSG,1.0
Irfan Verma,21,England,Batter,28,1,4898,141.4,3,7.14,24.58,DC,7.0
Irfan Iyer,42,England,Batter,41,2,10171,122.2,8,9.39,28.26,RCB,5.0
Irfan Singh,41,India,Allrounder,70,3,4778,105.2,273,5.26,38.19,RCB,0.5
Harshit Reddy,26,India,Wicketkeeper,121,7,3460,115.2,0,0.0,49.01,RCB,10.0
Sameer Mehta,23,Sri Lanka,Wicketkeeper,20,1,8721,120.9,0,0.0,28.7,LSG,7.0
Irfan Kulkarni,42,Sri Lanka,Batter,304,12,4850,137.4,13,8.16,25.85,RCB,12.0
Rohan Kulkarni,32,India,Batter,22,1,13974,97.2,10,6.59,45.77,DC,5.0
Pranav Deshmukh,34,Sri Lanka,Wicketkeeper,82,4,8805,134.8,0,0.0,36.61,KKR,3.0
Pranav Khan,22,West Indies,Batter,30,1,11123,143.3,5,8.95,40.49,RCB,2.0
Vikas Singh,20,India,Allrounder,46,2,3324,107.4,321,8.04,23.92,SRH,10.0
Irfan Yadav,38,Sri Lanka,Wicketkeeper,308,13,11888,111.2,0,0.0,22.0,MI,10.0
Karthik Singh,32,Sri Lanka,Wicketkeeper,53,2,2791,126.9,0,0.0,52.78,MI,0.2
Amit Chopra,21,India,Wicketkeeper,56,2,3989,97.4,0,0.0,24.27,GT,0.2
Pranav Kulkarni,37,England,Bowler,243,10,3380,151.0,135,5.72,31.07,LSG,1.5
Ankit Chopra,25,Sri Lanka,Wicketkeeper,196,7,8452,125.4,0,0.0,21.46,PBKS,7.0
Rahul Shetty,40,India,Batter,312,15,8818,154.2,9,6.52,53.78,KKR,15.0
Aditya Patel,35,India,Allrounder,507,17,2650,152.1,460,5.02,42.37,CSK,0.5
Rohan Mehta,40,India,Batter,240,14,9437,122.3,6,9.04,38.05,KKR,3.0
Aditya Singh,32,South Africa,Bowler,221,14,3795,135.0,728,5.86,24.89,MI,1.5
Harshit Khan,39,Sri Lanka,Batter,543,19,5205,113.5,15,6.1,44.66,LSG,12.0
Irfan Mehta,18,West Indies,Wicketkeeper,20,1,11979,107.1,0,0.0,43.57,LSG,7.0
Manoj Kulkarni,23,England,Batter,46,2,9302,100.6,13,9.39,43.54,PBKS,7.0
Manoj Singh,37,Sri Lanka,Allrounder,223,8,2592,147.1,110,6.55,26.2,SRH,2.0
Irfan Deshmukh,31,England,Allrounder,291,10,6682,145.3,151,7.42,53.06,GT,2.0
Pranav Singh,24,India,Allrounder,46,2,5944,124.8,395,7.39,41.62,RCB,1.0
Harshit Singh,38,Sri Lanka,Batter,314,11,12349,129.2,13,9.04,21.06,GT,0.2
Sameer Malik,39,India,Allrounder,537,18,2372,136.4,52,8.26,43.68,RR,10.0
Pranav Sharma,30,Australia,Batter,55,3,7695,134.5,8,6.75,33.79,KKR,7.0
Vikas Shetty,22,India,Allrounder,26,1,8168,101.4,271,7.28,43.02,GT,15.0
Aditya Kulkarni,21,South Africa,Bowler,60,3,2092,97.9,883,7.8,54.2,GT,15.0
Sameer Reddy,40,South Africa,Batter,230,10,12046,147.2,1,7.42,47.38,RR,3.0
Nikhil Malik,18,India,Bowler,26,1,3092,139.3,682,6.15,50.75,LSG,7.0
Rohan Naidu,35,India,Bowler,128,7,3942,114.6,257,5.54,43.37,RCB,12.0
Manoj Sharma,41,Australia,Batter,390,17,5131,140.7,5,8.83,47.92,RR,7.0
Ankit Naidu,36,India,Batter,174,9,8285,144.1,1,7.52,24.21,RCB,1.0
Karthik Shetty,42,West Indies,Allrounder,498,21,2097,95.3,441,6.91,31.36,PBKS,2.0
Sandeep Chopra,40,West Indies,Bowler,205,11,1703,118.8,636,5.39,44.34,MI,0.5
Ankit Yadav,35,England,Batter,279,13,8911,121.9,9,7.36,28.31,KKR,12.0
Arjun Malik,24,India,Wicketkeeper,119,5,9801,117.4,0,0.0,27.95,CSK,3.0
Amit Kulkarni,25,South Africa,Bowler,104,6,1580,131.2,342,4.28,43.39,DC,1.0
Sameer Chopra,35,West Indies,Batter,280,10,10300,122.8,15,8.17,33.29,DC,5.0
Ankit Chopra,19,India,Bowler,20,1,3979,126.1,871,7.28,36.77,MI,3.0
Vikas Kulkarni,35,South Africa,Batter,18,1,6368,115.5,13,6.09,33.31,KKR,1.5
Amit Naidu,38,India,Bowler,50,3,300,129.8,135,5.52,38.68,DC,0.2
Nikhil Malik,23,Australia,Batter,71,3,9357,140.9,14,8.13,48.45,KKR,5.0
Ankit Sharma,38,India,Wicketkeeper,331,13,2596,138.1,0,0.0,53.44,RR,3.0
Harshit Deshmukh,38,India,Batter,337,20,8860,106.7,3,6.06,20.26,PBKS,7.0
Rohan Shetty,27,South Africa,Batter,125,5,13825,148.9,0,8.27,28.52,LSG,3.0
Sandeep Deshmukh,33,West Indies,Bowler,63,3,3932,98.6,729,7.52,52.71,RR,7.0
Amit Chopra,22,India,Allrounder,52,3,1842,101.1,42,6.23,37.01,GT,3.0
Rohan Yadav,36,India,Batter,300,13,13582,112.1,4,6.9,30.76,DC,3.0
Nikhil Malik,23,India,Bowler,33,2,742,127.3,767,7.05,30.9,SRH,10.0
Pranav Chopra,36,Australia,Wicketkeeper,51,2,3603,131.6,0,0.0,45.07,MI,2.0
Aditya Mehta,26,England,Bowler,41,2,525,119.8,767,5.04,24.27,LSG,0.5
Rohan Mehta,38,India,Batter,160,8,10960,135.9,14,6.63,26.35,MI,0.2
Aditya Mehta,28,England,Allrounder,230,10,5008,137.5,126,6.84,23.74,RCB,5.0
Harshit Yadav,18,Australia,Bowler,26,1,550,110.4,775,6.16,53.7,RR,3.0
Karthik Naidu,41,Australia,Wicketkeeper,289,11,11538,124.0,0,0.0,48.21,DC,5.0
